,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stakeholder engagement scales,,,,,,,,,,,,,,,,,,,,,,,,
2022,Rodríguez-Gutiérrez J. E. Castillo-Molar A. & Fuentes-Cortés L. F. (2022). A multi-objective assessment for the water-energy-food nexus for rural distributed energy systems. Sustainable Energy Technologies and Assessments 51 101956.,N,N,0,0,0,0,0,0,0,Y,0,1,1,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,Romero‐Lankao P. & Norton R. Interdependencies and Risk to People and Critical Food Energy and Water Systems: 2013 Flood Boulder Colorado USA. Earth’s Future 6 1616–1629 (2018).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Rosa L. & D’Odorico P. The water-energy-food nexus of unconventional oil and gas extraction in the Vaca Muerta Play Argentina. Journal of Cleaner Production 207 743–750 (2019).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Rusli N. M. Noor Z. Z. Taib S. M. Din M. F. B. M. & Krishnan S. (2023). Water–Energy–Food Nexus Components: Assessment of Water Footprint in Rice Production in Malaysia Using the LCA Approach. Transactions of the Indian National Academy of Engineering 8(1) 113-125.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Sadegh M. AghaKouchak A. Mallakpour I. Huning L. S. Mazdiyasni O. Niknejad M. ... & Davis S. J. (2020). Data and analysis toolbox for modeling the nexus of food energy and water. Sustainable Cities and Society 61 102281.,Y,Y,0,0,0,0,0,0,0,N,0,1,0,0,1,1,0,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Sadeghi S. H. Moghadam E. S. Delavar M. & Zarghami M. (2020). Application of water-energy-food nexus approach for designating optimal agricultural management pattern at a watershed scale. Agricultural Water Management 233 106071.,N,N,1,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Sambor D. J. Bishop S. C. Dotson A. Aggarwal S. & Jacobson M. Z. (2022). Optimizing demand response of a modular water reuse system in a remote Arctic microgrid. Journal of Cleaner Production 346 131110.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Santos Da Silva SR Miralles-Wilhelm F Muñoz-Castillo R Clarke LE Braun CJ Delgado A et al. (2019) The Paris pledges and the energywater-land nexus in Latin America: Exploring implications of greenhouse gas emission reductions. PLoS ONE 14(4): e0215013. ,N,N,0,0,0,0,0,0,0,N,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Santos Da Silva S. R. et al. Energy-Water-Land Nexus in Latin America and the Caribbean: A Perspective from the Paris Agreement Climate Mitigation Pledges. https://publications.iadb.org/handle/11319/8961 (2018) doi:10.18235/0001179.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Schlör H. & Venghaus S. (2022). Measuring resilience in the food-energy-water nexus based on ethical values and trade relations. Applied Energy 323 119447.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Schmidt J. I. Johnson B. Huntington H. P. & Whitney E. (2022). A framework for assessing food-energy-water security: A FEW case studies from rural Alaska. Science of The Total Environment 821 153355.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,0,0,1,0,1,Y,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Schull V. Z. Daher B. Gitau M. W. Mehan S. & Flanagan D. C. Analyzing FEW nexus modeling tools for water resources decision-making and management applications. Food and Bioproducts Processing 119 108–124 (2020).,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,1,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Schulterbrandt Gragg R. Anandhi A. Jiru M. & Usher K. M. A Conceptualization of the Urban Food-Energy-Water Nexus Sustainability Paradigm: Modeling From Theory to Practice. Front. Environ. Sci. 6 133 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,0,1,0,Y,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Serrano-Tovar T. et al. Structuring an integrated water-energy-food nexus assessment of a local wind energy desalination system for irrigation. Science of The Total Environment 689 945–957 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Sesan T. Sanfo S. Sikhwivhilu K. Dakyaga F. Aziz F. Yirenya-Tawiah D. ... & Adamou R. (2021). Mediating knowledge co-production for inclusive governance and delivery of food water and energy services in African cities. In Urban Forum (pp. 1-27). Springer Netherlands.,Y,Y,0,1,0,1,0,0,0,Y,0,0,0,1,1,1,0,0,0,0,Y,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023,Sewilam H. Kimera F. & Nasr P. (2023). Water energy food nexus model: an integrated aqua-agriculture system to produce tilapia and sweet basil using desalinated water. Environmental Science and Pollution Research 30(6) 15975-15990.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Shannak S. (2022). Optimizing dynamics of water-energy-food nexus in a desert climate. Energy Policy 164(C).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Sharifi-Moghadam E. S. Sadeghi S. H. Zarghami M. & Delavar M. (2023). Developing sustainable land-use patterns at watershed scale using nexus of soil water energy and food. Science of the Total Environment 856158935.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,1,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Sharifinejad A. Zahraie B. Majed V. Ravar Z. & Hassani Y. (2020). Economic analysis of Water-Food-Energy Nexus in Gavkhuni basin in Iran. Journal of Hydro-Environment Research 31 14-25.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Shen Q. Niu J. Liu Q. Liao D. & Du T. (2022). A resilience-based approach for water resources management over a typical agricultural region in Northwest China under water-energy-food nexus. Ecological Indicators 144 109562.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Shi H. Luo G. Zheng H. Chen C. Bai J. Liu T. ... & De Maeyer P. (2020). Coupling the water-energy-food-ecology nexus into a Bayesian network for water resources analysis and management in the Syr Darya River basin. Journal of Hydrology 581 124387.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Shi Y. Liu S. & Shi H. (2022). Analysis of the Water-Food-Energy Nexus and Water Competition Based on a Bayesian Network. Water Resources Management 36(9) 3349-3366.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Shivakumar A. Alfstad T. & Niet T. (2021). A clustering approach to improve spatial representation in water-energy-food models. Environmental Research Letters 16(11) 114027.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Shu Q. Scott M. Todman L. & McGrane S. J. (2021). Development of a prototype composite index for resilience and security of water-energy-food (WEF) systems in industrialised nations. Environmental and Sustainability Indicators 11 100124.,N,N,0,0,0,0,0,0,0,Y,0,0,1,0,1,0,0,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Si Y. et al. Revealing the water-energy-food nexus in the Upper Yellow River Basin through multi-objective optimization for reservoir system. Science of The Total Environment 682 1–18 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,Siciliano G. Rulli M. C. & D’Odorico P. European large-scale farmland investments and the land-water-energy-food nexus. Advances in Water Resources 110 579–590 (2017),N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Siderius C. Biemans H. Kashaigili J. & Conway D. (2022). Water conservation can reduce future water-energy-food-environment trade-offs in a medium-sized African river basin. Agricultural Water Management 266 107548.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Siderius C. van Walsum P. & Biemans H. (2022). Strong trade-offs characterise water-energy-food related sustainable development goals in the Ganges–Brahmaputra–Meghna River basin. Environmental Research Letters 17(10) 105005.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Singh S. & Tayal S. (2022). Managing food at urban level through water–energy–food nexus in India: A way towards holistic sustainable development. Environment Development and Sustainability 24(3) 3640-3658.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Siniscalchi A. Lara R. J. & Diaz M. S. (2022). Ecohydrological modeling and dynamic optimization for water management in an integrated aquatic and agricultural livestock system. In Computer Aided Chemical Engineering (Vol. 49 pp. 2011-2016). Elsevier.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Siyal A. W. Gerbens-Leenes P. W. & Nonhebel S. (2021). Energy and carbon footprints for irrigation water in the lower Indus basin in Pakistan comparing water supply by gravity fed canal networks and groundwater pumping. Journal of Cleaner Production 286 125489.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Skrzypczyński R. (2021). Rural Experiments with the Management of Basic Resources. Key Characteristics of European Ecovillages Aiming at Partial Self-Sufficiency in Water Food and Energy. European Countryside 13(4) 768-784.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Slorach P. C. Jeswani H. K. Cuéllar-Franca R. & Azapagic A. (2020). Environmental sustainability in the food-energy-water-health nexus: A new methodology and an application to food waste in a circular economy. Waste Management 113 359-368.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,Smidt S. J. et al. Complex water management in modern agriculture: Trends in the water-energy-food nexus over the High Plains Aquifer. Science of The Total Environment 566–567 988–1001 (2016).,N,N,0,0,0,0,0,0,0,N,0,0,0,1,1,1,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Smith G. Block L. B. Ajami N. Pombo A. & Velasco-Aulcy L. (2020). Trade-offs across the water-energy-food nexus: A triple bottom line sustainability assessment of desalination for agriculture in the San quintín Valley Mexico. Environmental Science & Policy 114 445-452.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Smolenaars W. J. Lutz A. F. Biemans H. Dhaubanjar S. Immerzeel W. W. & Ludwig F. (2021). From narratives to numbers: Spatial downscaling and quantification of future water food & energy security requirements in the Indus basin. Futures 133 102831.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Sowby R. B. & Dicataldo E. (2022). The energy footprint of US irrigation: A first estimate from open data. Energy Nexus 6 100066.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Stephan R. M. et al. Water–energy–food nexus: a platform for implementing the Sustainable Development Goals. Water International 43 472–479 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,1,1,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Stone T. F. Thompson J. R. Rosentrater K. A. & Liebman M. (2023). Modeling a localized metropolitan food system in the Midwest USA: Life cycle impacts of scenarios for Des Moines Iowa. Science of The Total Environment 865 161095.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Sun C. Yan X. & Zhao L. (2021). Coupling efficiency measurement and spatial correlation characteristic of water–energy–food nexus in China. Resources Conservation and Recycling 164 105151.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Sun J. Li Y. P. Suo C. & Liu J. (2020). Development of an uncertain water-food-energy nexus model for pursuing sustainable agricultural and electric productions. Agricultural Water Management 241 106384.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Sun L. Niu D. Yu M. Li M. Yang X. & Ji Z. (2022). Integrated assessment of the sustainable water-energy-food nexus in China: Case studies on multi-regional sustainability and multi-sectoral synergy. Journal of Cleaner Production 334 130235.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Sun S. et al. Fine-Scale Analysis of the Energy–Land–Water Nexus: Nitrate Leaching Implications of Biomass Cofiring in the Midwestern United States. Environ. Sci. Technol. 54 2122–2132 (2020).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Sušnik J. Data-driven quantification of the global water-energy-food system. Resources Conservation and Recycling 133 179–190 (2018).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Sušnik J. et al. Multi-Stakeholder Development of a Serious Game to Explore the Water-Energy-Food-Land-Climate Nexus: The SIM4NEXUS Approach. Water 10 139 (2018),N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,1,0,Y,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Sušnik J. Masia S. Indriksone D. Brēmere I. & Vamvakeridou-Lydroudia L. (2021). System dynamics modelling to explore the impacts of policies on the water-energy-food-land-climate nexus in Latvia. Science of the Total Environment 775 145827.,Y,Y,1,0,0,0,0,0,1,Y,0,0,0,0,1,1,0,0,0,0,Y,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2021,Tabatabaie S. M. H. & Murthy G. S. (2021). Development of an input-output model for food-energy-water nexus in the pacific northwest USA. Resources Conservation and Recycling 168 105267.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Tan A. H. P. Yap E. H. Abakr Y. A. Lechner A. M. Mustafa M. A. & Massawe F. (2022). The Water–Energy–Food nexus as a rallying point for sustainable development: emerging lessons from South and Southeast Asia. In Water-Energy-Food Nexus Narratives and Resource Securities (pp. 235-256). Elsevier.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Tayal S. & Singh S. (2021). Covid-19 and opportunity for integrated management of water–energy–food resources for urban consumption. Environmental Resilience and Transformation in Times of COVID-19 135-142.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Terneus Páez C. F. T. & Salazar O. V. (2021). Analysis of biofuel production in Ecuador from the perspective of the water-food-energy nexus. Energy Policy 157 112496.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Teutschbein C. Jonsson E. Todorović A. Tootoonchi F. Stenfors E. & Grabs T. (2023). Future drought propagation through the water-energy-food-ecosystem nexus–A Nordic perspective. Journal of Hydrology 617 128963.,N,N,0,0,0,0,0,0,0,Y,1,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Tian H. et al. Optimizing resource use efficiencies in the food–energy–water nexus for sustainable agriculture: from conceptual model to decision support system. Current Opinion in Environmental Sustainability 33 104–113 (2018).,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Tilt J. H. Mondo H. A. Giles N. A. Rivera S. & Babbar-Sebens M. (2022). Demystifying the fears and myths: The co-production of a regional food energy water (FEW) nexus conceptual model. Environmental Science & Policy 132 69-82.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2020,Tortorella M. M. Di Leo S. Cosmi C. Fortes P. Viccaro M. Cozzi M. ... & Romano S. (2020). A methodological integrated approach to analyse climate change effects in agri-food sector: The TIMES water-energy-food module. International Journal of Environmental Research and Public Health 17(21) 7703.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Trabucco A. et al. Water-Food-Energy Nexus under Climate Change in Sardinia. Proceedings 2 609 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,1,1,1,Y,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Uden D. Allen C. Munoz-Arriola F. Ou G. & Shank N. A Framework for Tracing Social–Ecological Trajectories and Traps in Intensive Agricultural Landscapes. Sustainability 10 1646 (2018).,N,N,0,0,0,0,0,0,0,N,1,1,0,0,1,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,"Udugama I. A. Petersen L. A. Falco F. C. Junicke H. Mitic A. Alsina X. F. ... & Gernaey K. V. (2020). Resource recovery from waste streams in a water-energy-food nexus perspective: Toward more sustainable food processing. Food and Bioproducts Processing, 119 133-147.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,University of the Philippines Visayas Tacloban College Tacloban City Leyte Philippines & Sumagaysay M. B. The Water-Energy-Food Nexus: Women’s Lens for Fisheries Security. AFS 30S (2017).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,Y,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,"Uslu S. Kaur D. Rivera S. J. Durresi A. & Babbar-Sebens M. Decision Support System Using Trust Planning Among Food-Energy-Water Actors. in Advanced Information Networking and Applications (eds. Barolli L. Takizawa M. Xhafa F. & Enokido T.) 1169–1180 (Springer International Publishing, 2020). doi:10.1007/978-3-030-15032-7_98.",N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Uslu S. Kaur D. Rivera S. J. Durresi A. & Babbar-Sebens M. Trust-Based Game-Theoretical Decision Making for Food-Energy-Water Management. in Advances on Broad-Band Wireless Computing Communication and Applications (eds. Barolli L. Hellinckx P. & Enokido T.) vol. 97 125–136 (Springer International Publishing 2020).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Vaidya B. Shrestha S. & Ghimire A. (2021). Water footprint assessment of food-water-energy systems at Kathmandu University Nepal. Current Research in Environmental Sustainability 3 100044.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022,Valencia A. Hossain M. U. & Chang N. B. (2022). Building energy retrofit simulation for exploring decarbonization pathways in a community-scale food-energy-water-waste nexus. Sustainable Cities and Society 87 104173.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Valencia A. Qiu J. & Chang N. B. (2022). Integrating sustainability indicators and governance structures via clustering analysis and multicriteria decision making for an urban agriculture network. Ecological Indicators 142 109237.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Valencia A. Zhang W. & Chang N. B. (2022). Sustainability transitions of urban food-energy-water-waste infrastructure: A living laboratory approach for circular economy. Resources Conservation and Recycling 177 105991.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,"Valencia A. Zhang W. Gu L. Chang N. B. & Wanielista M. P. (2022). Synergies of green building retrofit strategies for improving sustainability and resilience via a building-scale food-energy-water nexus. Resources, Conservation and Recycling 176 105939.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,van den Heuvel L. Blicharska M. Masia S. Sušnik J. & Teutschbein C. (2020). Ecosystem services in the Swedish water-energy-food-land-climate nexus: Anthropogenic pressures and physical interactions. Ecosystem Services 44 101141.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Vats G. Sharma D. & Sandu S. (2021). A flexible input-output price model for assessment of a nexus perspective to energy water food security policymaking. Renewable and Sustainable Energy Transition 1 100012.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
